scenario_source,scenario,sector,technology,region,year,tmsr,smsp
geco_2021,1.5c,power,hydrocap,algeria and libya,2043,1.779878389704546,0.007542748871726214
geco_2021,1.5c,power,nuclearcap,algeria and libya,2043,1256.3317565354696,0.1562157036858765
geco_2021,1.5c,power,oilcap,algeria and libya,2043,1.169292071651177,0.020858755657948366
geco_2021,1.5c,power,renewablescap,algeria and libya,2043,128.2561335087673,2.4143955897090366
geco_2021,1.5c,power,coalcap,algeria and libya,2044,75.57468443542513,0.004990683815392134
geco_2021,1.5c,power,gascap,algeria and libya,2044,0.7944309313617823,-0.17431281836305887
geco_2021,1.5c,power,hydrocap,algeria and libya,2044,1.8243103759645967,0.00797248165911441
geco_2021,1.5c,power,nuclearcap,algeria and libya,2044,1294.7304354586963,0.16099410319450905
geco_2021,1.5c,power,oilcap,algeria and libya,2044,1.1560639476782641,0.019228896662941374
geco_2021,1.5c,power,renewablescap,algeria and libya,2044,137.13173238173925,2.5827898838312415
geco_2021,1.5c,power,coalcap,algeria and libya,2045,84.10594055512259,0.005561612169482681
geco_2021,1.5c,power,gascap,algeria and libya,2045,0.7905553726866106,-0.17759910826978356
geco_2021,1.5c,power,hydrocap,algeria and libya,2045,1.8687423622246475,0.008402214446502607
geco_2021,1.5c,power,nuclearcap,algeria and libya,2045,1333.1291143819233,0.1657725027031416
geco_2021,1.5c,power,oilcap,algeria and libya,2045,1.1428358237053515,0.01759903766793441
geco_2021,1.5c,power,renewablescap,algeria and libya,2045,146.0073312547112,2.7511841779534465
geco_2021,1.5c,power,coalcap,algeria and libya,2046,92.63719667482005,0.006132540523573228
geco_2021,1.5c,power,gascap,algeria and libya,2046,0.786679814011439,-0.18088539817650817
geco_2021,1.5c,power,hydrocap,algeria and libya,2046,1.913174348484698,0.0088319472338908
geco_2021,1.5c,power,nuclearcap,algeria and libya,2046,1371.52779330515,0.17055090221177413
geco_2021,1.5c,power,oilcap,algeria and libya,2046,1.129607699732439,0.015969178672927443
geco_2021,1.5c,power,renewablescap,algeria and libya,2046,154.88293012768312,2.9195784720756515
geco_2021,1.5c,power,coalcap,algeria and libya,2047,101.16845279451749,0.006703468877663775
geco_2021,1.5c,power,gascap,algeria and libya,2047,0.7828042553362674,-0.18417168808323287
geco_2021,1.5c,power,hydrocap,algeria and libya,2047,1.9576063347447483,0.009261680021278994
geco_2021,1.5c,power,nuclearcap,algeria and libya,2047,1409.9264722283767,0.17532930172040667
geco_2021,1.5c,power,oilcap,algeria and libya,2047,1.116379575759526,0.014339319677920452
geco_2021,1.5c,power,renewablescap,algeria and libya,2047,163.75852900065507,3.0879727661978564
geco_2021,1.5c,power,coalcap,algeria and libya,2048,109.69970891421495,0.007274397231754321
geco_2021,1.5c,power,gascap,algeria and libya,2048,0.7789286966610958,-0.18745797798995759
geco_2021,1.5c,power,hydrocap,algeria and libya,2048,2.0020383210047994,0.00969141280866719
geco_2021,1.5c,power,nuclearcap,algeria and libya,2048,1448.3251511516037,0.1801077012290392
geco_2021,1.5c,power,oilcap,algeria and libya,2048,1.1031514517866132,0.012709460682913488
geco_2021,1.5c,power,renewablescap,algeria and libya,2048,172.63412787362702,3.256367060320062
geco_2021,1.5c,power,coalcap,algeria and libya,2049,118.23096503391241,0.007845325585844868
geco_2021,1.5c,power,gascap,algeria and libya,2049,0.7750531379859242,-0.19074426789668217
geco_2021,1.5c,power,hydrocap,algeria and libya,2049,2.04647030726485,0.010121145596055385
geco_2021,1.5c,power,nuclearcap,algeria and libya,2049,1486.7238300748304,0.18488610073767175
geco_2021,1.5c,power,oilcap,algeria and libya,2049,1.0899233278137004,0.011079601687906495
geco_2021,1.5c,power,renewablescap,algeria and libya,2049,181.50972674659897,3.424761354442267
geco_2021,1.5c,power,coalcap,algeria and libya,2050,126.76222115360984,0.0084162539399354145
geco_2021,1.5c,power,gascap,algeria and libya,2050,0.7711775793107526,-0.1940305578034069
geco_2021,1.5c,power,hydrocap,algeria and libya,2050,2.0909022935249,0.010550878383443579
geco_2021,1.5c,power,nuclearcap,algeria and libya,2050,1525.1225089980574,0.1896645002463043
geco_2021,1.5c,power,oilcap,algeria and libya,2050,1.0766952038407878,0.009449742692899532
geco_2021,1.5c,power,renewablescap,algeria and libya,2050,190.3853256195709,3.593155648564472
geco_2021,1.5c,power,coalcap,argentina,2021,1,0
geco_2021,1.5c,power,gascap,argentina,2021,1,0
geco_2021,1.5c,power,hydrocap,argentina,2021,1,0
geco_2021,1.5c,power,nuclearcap,argentina,2021,1,0
geco_2021,1.5c,power,oilcap,argentina,2021,1,0
geco_2021,1.5c,power,renewablescap,argentina,2021,1,0
geco_2021,1.5c,power,coalcap,argentina,2022,0.9152479307214701,-0.001620949988445369
geco_2021,1.5c,power,gascap,argentina,2022,0.9879417623155493,-0.006183069501109931
geco_2021,1.5c,power,hydrocap,argentina,2022,1.0111387610315319,0.003040037031960199
geco_2021,1.5c,power,nuclearcap,argentina,2022,0.9654569362644136,-0.0011970963263500548
geco_2021,1.5c,power,oilcap,argentina,2022,0.9255560818881247,-0.004532689160185072
geco_2021,1.5c,power,renewablescap,argentina,2022,1.398145549933085,0.03967134343821059
geco_2021,1.5c,power,coalcap,argentina,2023,0.8304958614429404,-0.0032418999768907353
geco_2021,1.5c,power,gascap,argentina,2023,0.9758835246310988,-0.012366139002219782
geco_2021,1.5c,power,hydrocap,argentina,2023,1.0222775220630638,0.006080074063920439
