scenario_source,region,scenario,sector,technology,year,smsp,tmsr
weo_2022,global,aps,power,oilcap,2023,-0.001819890441025141,0.9618467068195065
weo_2022,global,aps,power,renewablescap,2023,0.05426952166833204,1.1961851593177342
weo_2022,global,aps,power,coalcap,2024,-0.004912764576918244,0.9803968900452894
weo_2022,global,aps,power,gascap,2024,0.002847158678511637,1.0131958467683002
weo_2022,global,aps,power,hydrocap,2024,0.006452701576453222,1.0401914811569362
weo_2022,global,aps,power,nuclearcap,2024,0.00191526768247076,1.039284017107556
weo_2022,global,aps,power,oilcap,2024,-0.0036397808820502753,0.923693413639013
weo_2022,global,aps,power,renewablescap,2024,0.10853904333666402,1.3923703186354683
weo_2022,global,aps,power,coalcap,2025,-0.007369146865377393,0.970595335067934
weo_2022,global,aps,power,gascap,2025,0.0042707380177674685,1.0197937701524502
weo_2022,global,aps,power,hydrocap,2025,0.009679052364679832,1.0602872217354042
weo_2022,global,aps,power,nuclearcap,2025,0.002872901523706137,1.0589260256613338
weo_2022,global,aps,power,oilcap,2025,-0.005459671323075416,0.8855401204585194
weo_2022,global,aps,power,renewablescap,2025,0.162808565004996,1.5885554779532023
weo_2022,global,aps,power,coalcap,2026,-0.009825529153836542,0.9607937800905786
weo_2022,global,aps,power,gascap,2026,0.005694317357023274,1.0263916935366002
weo_2022,global,aps,power,hydrocap,2026,0.01290540315290647,1.0803829623138723
weo_2022,global,aps,power,nuclearcap,2026,0.0038305353649415136,1.0785680342151116
weo_2022,global,aps,power,oilcap,2026,-0.0072795617641005506,0.847386827278026
weo_2022,global,aps,power,renewablescap,2026,0.21707808667332804,1.7847406372709367
weo_2022,global,aps,power,coalcap,2027,-0.012281911442295637,0.9509922251132235
weo_2022,global,aps,power,gascap,2027,0.007117896696279105,1.0329896169207504
weo_2022,global,aps,power,hydrocap,2027,0.01613175394113308,1.1004787028923404
weo_2022,global,aps,power,nuclearcap,2027,0.004788169206176891,1.0982100427688894
weo_2022,global,aps,power,oilcap,2027,-0.009099452205125685,0.8092335340975325
weo_2022,global,aps,power,renewablescap,2027,0.27134760834166005,1.9809257965886709
weo_2022,global,aps,power,coalcap,2028,-0.014738293730754786,0.941190670135868
weo_2022,global,aps,power,gascap,2028,0.008541476035534911,1.0395875403049004
weo_2022,global,aps,power,hydrocap,2028,0.01935810472935969,1.1205744434708085
weo_2022,global,aps,power,nuclearcap,2028,0.005745803047412274,1.1178520513226675
weo_2022,global,aps,power,oilcap,2028,-0.010919342646150826,0.771080240917039
weo_2022,global,aps,power,renewablescap,2028,0.3256171300099921,2.177110955906405
weo_2022,global,aps,power,coalcap,2029,-0.017194676019213935,0.9313891151585126
weo_2022,global,aps,power,gascap,2029,0.009965055374790742,1.0461854636890506
weo_2022,global,aps,power,hydrocap,2029,0.022584455517586303,1.1406701840492766
weo_2022,global,aps,power,nuclearcap,2029,0.00670343688864765,1.1374940598764454
weo_2022,global,aps,power,oilcap,2029,-0.012739233087175967,0.7329269477365454
weo_2022,global,aps,power,renewablescap,2029,0.37988665167832403,2.373296115224139
weo_2022,global,aps,power,coalcap,2030,-0.019651058307673056,0.9215875601811573
weo_2022,global,aps,power,gascap,2030,0.011388634714046547,1.0527833870732006
weo_2022,global,aps,power,hydrocap,2030,0.025810806305812912,1.1607659246277446
weo_2022,global,aps,power,nuclearcap,2030,0.007661070729883027,1.1571360684302232
weo_2022,global,aps,power,oilcap,2030,-0.014559123528201101,0.6947736545560519
weo_2022,global,aps,power,renewablescap,2030,0.43415617334665607,2.5694812745418734
weo_2022,india,aps,power,coalcap,2022,0,1
weo_2022,india,aps,power,gascap,2022,0,1
weo_2022,india,aps,power,hydrocap,2022,0,1
weo_2022,india,aps,power,nuclearcap,2022,0,1
weo_2022,india,aps,power,oilcap,2022,0,1
weo_2022,india,aps,power,renewablescap,2022,0,1
weo_2022,india,aps,power,coalcap,2023,0.006556543837357058,1.0129493251567334
weo_2022,india,aps,power,gascap,2023,4.551230218320481e-4,1.007643064985451
weo_2022,india,aps,power,hydrocap,2023,0.005937391706133762,1.0530618986662261
weo_2022,india,aps,power,nuclearcap,2023,0.0025389857918447513,1.1403396756480655
weo_2022,india,aps,power,oilcap,2023,-3.0033498902621308e-5,0.9978231748158072
weo_2022,india,aps,power,renewablescap,2023,0.07150514034885067,1.246276138642223
weo_2022,india,aps,power,coalcap,2024,0.013113087674714115,1.0258986503134668
weo_2022,india,aps,power,gascap,2024,9.102460436640888e-4,1.0152861299709022
weo_2022,india,aps,power,hydrocap,2024,0.011874783412267524,1.1061237973324523
weo_2022,india,aps,power,nuclearcap,2024,0.005077971583689499,1.2806793512961308
weo_2022,india,aps,power,oilcap,2024,-6.0066997805244466e-5,0.9956463496316141
weo_2022,india,aps,power,renewablescap,2024,0.14301028069770128,1.4925522772844457
weo_2022,india,aps,power,coalcap,2025,0.019669631512071174,1.0388479754702002
weo_2022,india,aps,power,gascap,2025,0.0013653690654961295,1.022929194956353
weo_2022,india,aps,power,hydrocap,2025,0.017812175118401285,1.1591856959986786
weo_2022,india,aps,power,nuclearcap,2025,0.007616957375534251,1.4210190269441962
weo_2022,india,aps,power,oilcap,2025,-9.010049670786578e-5,0.9934695244474213
weo_2022,india,aps,power,renewablescap,2025,0.21451542104655194,1.738828415926669
weo_2022,india,aps,power,coalcap,2026,0.02622617534942817,1.0517973006269334
weo_2022,india,aps,power,gascap,2026,0.0018204920873281776,1.0305722599418041
weo_2022,india,aps,power,hydrocap,2026,0.02374956682453506,1.212247594664905
weo_2022,india,aps,power,nuclearcap,2026,0.010155943167378998,1.5613587025922615
weo_2022,india,aps,power,oilcap,2026,-1.2013399561048893e-4,0.9912926992632284
weo_2022,india,aps,power,renewablescap,2026,0.28602056139540255,1.9851045545688915
weo_2022,india,aps,power,coalcap,2027,0.03278271918678529,1.0647466257836669
weo_2022,india,aps,power,gascap,2027,0.002275615109160218,1.0382153249272552
weo_2022,india,aps,power,hydrocap,2027,0.029686958530668824,1.265309493331131
weo_2022,india,aps,power,nuclearcap,2027,0.012694928959223747,1.7016983782403268
weo_2022,india,aps,power,oilcap,2027,-1.5016749451311024e-4,0.9891158740790356
weo_2022,india,aps,power,renewablescap,2027,0.3575257017442532,2.2313806932111144
weo_2022,india,aps,power,coalcap,2028,0.039339263024142285,1.0776959509404003
weo_2022,india,aps,power,gascap,2028,0.002730738130992259,1.045858389912706
weo_2022,india,aps,power,hydrocap,2028,0.035624350236802584,1.3183713919973572
weo_2022,india,aps,power,nuclearcap,2028,0.015233914751068502,1.8420380538883925
weo_2022,india,aps,power,oilcap,2028,-1.802009934157334e-4,0.9869390488948425
weo_2022,india,aps,power,renewablescap,2028,0.4290308420931039,2.477656831853338
weo_2022,india,aps,power,coalcap,2029,0.045895806861499404,1.0906452760971337
weo_2022,india,aps,power,gascap,2029,0.003185861152824307,1.0535014548981572
weo_2022,india,aps,power,hydrocap,2029,0.041561741942936346,1.3714332906635833
weo_2022,india,aps,power,nuclearcap,2029,0.017772900542913243,1.9823777295364575
weo_2022,india,aps,power,oilcap,2029,-2.102344923183547e-4,0.9847622237106497
weo_2022,india,aps,power,renewablescap,2029,0.5005359824419545,2.7239329704955604
weo_2022,india,aps,power,coalcap,2030,0.0524523506988564,1.1035946012538669
weo_2022,india,aps,power,gascap,2030,0.003640984174656348,1.0611445198836083
weo_2022,india,aps,power,hydrocap,2030,0.04749913364907011,1.4244951893298095
weo_2022,india,aps,power,nuclearcap,2030,0.020311886334757997,2.122717405184523
weo_2022,india,aps,power,oilcap,2030,-2.4026799122097786e-4,0.9825853985264568
weo_2022,india,aps,power,renewablescap,2030,0.5720411227908051,2.970209109137783
weo_2022,japan,aps,power,coalcap,2022,0,1
weo_2022,japan,aps,power,gascap,2022,0,1
weo_2022,japan,aps,power,hydrocap,2022,0,1
weo_2022,japan,aps,power,nuclearcap,2022,0,1
weo_2022,japan,aps,power,oilcap,2022,0,1
weo_2022,japan,aps,power,renewablescap,2022,0,1
weo_2022,japan,aps,power,coalcap,2023,-0.00653711745146614,0.9559756407003299
weo_2022,japan,aps,power,gascap,2023,-0.006298490685706572,0.9735384128324187
weo_2022,japan,aps,power,hydrocap,2023,5.180712677675003e-4,1.0036525434984727
weo_2022,japan,aps,power,nuclearcap,2023,-1.2245320874503202e-4,0.9986883261023107
weo_2022,japan,aps,power,oilcap,2023,-0.006433503197912646,0.9280522490255978
weo_2022,japan,aps,power,renewablescap,2023,0.027708963260897557,1.0959207851917872
weo_2022,japan,aps,power,coalcap,2024,-0.01307423490293228,0.9119512814006597
weo_2022,japan,aps,power,gascap,2024,-0.012596981371413143,0.9470768256648374
weo_2022,japan,aps,power,hydrocap,2024,0.0010361425355349806,1.007305086996945
weo_2022,japan,aps,power,nuclearcap,2024,-2.4490641749008415e-4,0.9973766522046211
weo_2022,japan,aps,power,oilcap,2024,-0.01286700639582528,0.8561044980511957
weo_2022,japan,aps,power,renewablescap,2024,0.05541792652179507,1.1918415703835743
weo_2022,japan,aps,power,coalcap,2025,-0.01961135235439842,0.8679269221009897
weo_2022,japan,aps,power,gascap,2025,-0.018895472057119674,0.9206152384972563
weo_2022,japan,aps,power,hydrocap,2025,0.001554213803302481,1.0109576304954178
weo_2022,japan,aps,power,nuclearcap,2025,-3.6735962623511616e-4,0.9960649783069319
weo_2022,japan,aps,power,oilcap,2025,-0.019300509593737938,0.7841567470767934
weo_2022,japan,aps,power,renewablescap,2025,0.08312688978269267,1.2877623555753617
weo_2022,japan,aps,power,coalcap,2026,-0.026148469805864577,0.8239025628013193
weo_2022,japan,aps,power,gascap,2026,-0.025193962742826245,0.8941536513296751
weo_2022,japan,aps,power,hydrocap,2026,0.002072285071069961,1.0146101739938904
weo_2022,japan,aps,power,nuclearcap,2026,-4.898128349801683e-4,0.9947533044092423
weo_2022,japan,aps,power,oilcap,2026,-0.025734012791650572,0.7122089961023913
weo_2022,japan,aps,power,renewablescap,2026,0.11083585304359019,1.3836831407671488
weo_2022,japan,aps,power,coalcap,2027,-0.0326855872573307,0.7798782035016494
weo_2022,japan,aps,power,gascap,2027,-0.03149245342853282,0.8676920641620939
weo_2022,japan,aps,power,hydrocap,2027,0.0025903563388374614,1.0182627174923629
weo_2022,japan,aps,power,nuclearcap,2027,-6.122660437252003e-4,0.993441630511553
weo_2022,japan,aps,power,oilcap,2027,-0.03216751598956322,0.6402612451279891
weo_2022,japan,aps,power,renewablescap,2027,0.1385448163044877,1.4796039259589358
weo_2022,japan,aps,power,coalcap,2028,-0.03922270470879686,0.7358538442019791
weo_2022,japan,aps,power,gascap,2028,-0.03779094411423939,0.8412304769945126
weo_2022,japan,aps,power,hydrocap,2028,0.0031084276066049416,1.0219152609908355
weo_2022,japan,aps,power,nuclearcap,2028,-7.347192524702524e-4,0.9921299566138635
weo_2022,japan,aps,power,oilcap,2028,-0.03860101918747586,0.5683134941535868
weo_2022,japan,aps,power,renewablescap,2028,0.16625377956538528,1.5755247111507233
weo_2022,japan,aps,power,coalcap,2029,-0.045759822160262975,0.6918294849023092
weo_2022,japan,aps,power,gascap,2029,-0.04408943479994596,0.8147688898269313
weo_2022,japan,aps,power,hydrocap,2029,0.003626498874372442,1.0255678044893082
weo_2022,japan,aps,power,nuclearcap,2029,-8.571724612152844e-4,0.9908182827161741
weo_2022,japan,aps,power,oilcap,2029,-0.045034522385388506,0.4963657431791847
weo_2022,japan,aps,power,renewablescap,2029,0.1939627428262829,1.6714454963425105
weo_2022,japan,aps,power,coalcap,2030,-0.05229693961172913,0.6478051256026389
weo_2022,japan,aps,power,gascap,2030,-0.05038792548565253,0.7883073026593501
weo_2022,japan,aps,power,hydrocap,2030,0.004144570142139922,1.0292203479877806
weo_2022,japan,aps,power,nuclearcap,2030,-9.796256699603366e-4,0.9895066088184846
weo_2022,japan,aps,power,oilcap,2030,-0.05146802558330115,0.4244179922047825
weo_2022,japan,aps,power,renewablescap,2030,0.2216717060871804,1.7673662815342976
weo_2022,middle east,aps,power,coalcap,2022,0,1
weo_2022,middle east,aps,power,gascap,2022,0,1
weo_2022,middle east,aps,power,hydrocap,2022,0,1
weo_2022,middle east,aps,power,nuclearcap,2022,0,1
weo_2022,middle east,aps,power,oilcap,2022,0,1
weo_2022,middle east,aps,power,renewablescap,2022,0,1
weo_2022,middle east,aps,power,coalcap,2023,2.127045824725597e-4,1.2073863636363638
weo_2022,middle east,aps,power,gascap,2023,0.020795515138447317,1.0322174372308441
weo_2022,middle east,aps,power,hydrocap,2023,9.935926386731959e-4,1.0219278502990163
weo_2022,middle east,aps,power,nuclearcap,2023,0.0014219155650220412,1.1248720573183213
weo_2022,middle east,aps,power,oilcap,2023,-0.005798385193430044,0.9771647579923347
weo_2022,middle east,aps,power,renewablescap,2023,0.022607874731569725,1.5272492525142702
weo_2022,middle east,aps,power,coalcap,2024,4.254091649451194e-4,1.4147727272727275
weo_2022,middle east,aps,power,gascap,2024,0.0415910302768947,1.0644348744616885
weo_2022,middle east,aps,power,hydrocap,2024,0.0019871852773463822,1.0438557005980325
weo_2022,middle east,aps,power,nuclearcap,2024,0.0028438311300440825,1.2497441146366426
weo_2022,middle east,aps,power,oilcap,2024,-0.011596770386860125,0.9543295159846693
weo_2022,middle east,aps,power,renewablescap,2024,0.045215749463139464,2.0544985050285405
weo_2022,middle east,aps,power,coalcap,2025,6.381137474176788e-4,1.6221590909090908
weo_2022,middle east,aps,power,gascap,2025,0.062386545415342096,1.0966523116925326
weo_2022,middle east,aps,power,hydrocap,2025,0.002980777916019569,1.0657835508970483
weo_2022,middle east,aps,power,nuclearcap,2025,0.004265746695066126,1.374616171954964
weo_2022,middle east,aps,power,oilcap,2025,-0.01739515558029017,0.931494273977004
weo_2022,middle east,aps,power,renewablescap,2025,0.06782362419470918,2.5817477575428107
weo_2022,middle east,aps,power,coalcap,2026,8.508183298902385e-4,1.8295454545454546
weo_2022,middle east,aps,power,gascap,2026,0.08318206055378949,1.128869748923377
weo_2022,middle east,aps,power,hydrocap,2026,0.0039743705546927644,1.0877114011960647
weo_2022,middle east,aps,power,nuclearcap,2026,0.005687662260088169,1.4994882292732856
weo_2022,middle east,aps,power,oilcap,2026,-0.02319354077372021,0.9086590319693388
weo_2022,middle east,aps,power,renewablescap,2026,0.09043149892627893,3.1089970100570814
weo_2022,middle east,aps,power,coalcap,2027,0.0010635229123627983,2.0369318181818183
weo_2022,middle east,aps,power,gascap,2027,0.10397757569223673,1.161087186154221
weo_2022,middle east,aps,power,hydrocap,2027,0.0049679631933659514,1.1096392514950808
weo_2022,middle east,aps,power,nuclearcap,2027,0.007109577825110211,1.6243602865916067
weo_2022,middle east,aps,power,oilcap,2027,-0.028991925967150257,0.8858237899616735
weo_2022,middle east,aps,power,renewablescap,2027,0.11303937365784865,3.636246262571351
weo_2022,middle east,aps,power,coalcap,2028,0.0012762274948353578,2.244318181818182
weo_2022,middle east,aps,power,gascap,2028,0.12477309083068412,1.1933046233850653
weo_2022,middle east,aps,power,hydrocap,2028,0.005961555832039138,1.131567101794097
weo_2022,middle east,aps,power,nuclearcap,2028,0.008531493390132254,1.7492323439099282
weo_2022,middle east,aps,power,oilcap,2028,-0.03479031116058034,0.862988547954008
weo_2022,middle east,aps,power,renewablescap,2028,0.13564724838941836,4.163495515085621
weo_2022,middle east,aps,power,coalcap,2029,0.0014889320773079175,2.451704545454546
weo_2022,middle east,aps,power,gascap,2029,0.14556860596913151,1.2255220606159094
weo_2022,middle east,aps,power,hydrocap,2029,0.006955148470712333,1.153494952093113
weo_2022,middle east,aps,power,nuclearcap,2029,0.009953408955154298,1.8741044012282497
weo_2022,middle east,aps,power,oilcap,2029,-0.040588696354010384,0.8401533059463429
weo_2022,middle east,aps,power,renewablescap,2029,0.15825512312098808,4.690744767599891
weo_2022,middle east,aps,power,coalcap,2030,0.0017016366597804773,2.659090909090909
weo_2022,middle east,aps,power,gascap,2030,0.1663641211075789,1.2577394978467538
weo_2022,middle east,aps,power,hydrocap,2030,0.00794874110938552,1.1754228023921292
weo_2022,middle east,aps,power,nuclearcap,2030,0.011375324520176339,1.998976458546571
weo_2022,middle east,aps,power,oilcap,2030,-0.04638708154744042,0.8173180639386776
weo_2022,middle east,aps,power,renewablescap,2030,0.18086299785255783,5.217994020114162
weo_2022,non-oecd,aps,power,coalcap,2022,0,1
weo_2022,non-oecd,aps,power,gascap,2022,0,1
weo_2022,non-oecd,aps,power,hydrocap,2022,0,1
weo_2022,non-oecd,aps,power,nuclearcap,2022,0,1
weo_2022,non-oecd,aps,power,oilcap,2022,0,1
weo_2022,non-oecd,aps,power,renewablescap,2022,0,1
weo_2022,non-oecd,aps,power,coalcap,2023,0.00236037640475209,1.0070954179988993
weo_2022,non-oecd,aps,power,gascap,2023,0.0033858254063330664,1.0193102826691902
weo_2022,non-oecd,aps,power,hydrocap,2023,0.004549771479831338,1.0266545110403604
weo_2022,non-oecd,aps,power,nuclearcap,2023,0.001670305415674487,1.063216481143047
weo_2022,non-oecd,aps,power,oilcap,2023,-0.001091734446460572,0.9788520408163264
weo_2022,non-oecd,aps,power,renewablescap,2023,0.05166072475451889,1.2123682448710014
weo_2022,non-oecd,aps,power,coalcap,2024,0.00472075280950418,1.014190835997799
weo_2022,non-oecd,aps,power,gascap,2024,0.006771650812666133,1.0386205653383807
weo_2022,non-oecd,aps,power,hydrocap,2024,0.009099542959662654,1.0533090220807209
weo_2022,non-oecd,aps,power,nuclearcap,2024,0.003340610831348974,1.126432962286094
weo_2022,non-oecd,aps,power,oilcap,2024,-0.0021834688929211385,0.957704081632653
weo_2022,non-oecd,aps,power,renewablescap,2024,0.10332144950903778,1.4247364897420027
weo_2022,non-oecd,aps,power,coalcap,2025,0.007081129214256269,1.0212862539966983
weo_2022,non-oecd,aps,power,gascap,2025,0.0101574762189992,1.0579308480075709
weo_2022,non-oecd,aps,power,hydrocap,2025,0.01364931443949399,1.0799635331210813
weo_2022,non-oecd,aps,power,nuclearcap,2025,0.0050109162470234605,1.189649443429141
weo_2022,non-oecd,aps,power,oilcap,2025,-0.003275203339381705,0.9365561224489795
weo_2022,non-oecd,aps,power,renewablescap,2025,0.15498217426355665,1.637104734613004
weo_2022,non-oecd,aps,power,coalcap,2026,0.009441505619008405,1.0283816719955978
weo_2022,non-oecd,aps,power,gascap,2026,0.013543301625332288,1.0772411306767613
weo_2022,non-oecd,aps,power,hydrocap,2026,0.018199085919325328,1.1066180441614417
weo_2022,non-oecd,aps,power,nuclearcap,2026,0.006681221662697953,1.252865924572188
weo_2022,non-oecd,aps,power,oilcap,2026,-0.004366937785842266,0.915408163265306
weo_2022,non-oecd,aps,power,renewablescap,2026,0.20664289901807556,1.8494729794840055
weo_2022,non-oecd,aps,power,coalcap,2027,0.011801882023760493,1.0354770899944974
weo_2022,non-oecd,aps,power,gascap,2027,0.016929127031665357,1.0965514133459515
weo_2022,non-oecd,aps,power,hydrocap,2027,0.022748857399156667,1.1332725552018021
weo_2022,non-oecd,aps,power,nuclearcap,2027,0.00835152707837244,1.316082405715235
weo_2022,non-oecd,aps,power,oilcap,2027,-0.005458672232302833,0.8942602040816325
weo_2022,non-oecd,aps,power,renewablescap,2027,0.25830362377259436,2.061841224355007
weo_2022,non-oecd,aps,power,coalcap,2028,0.014162258428512584,1.0425725079933967
weo_2022,non-oecd,aps,power,gascap,2028,0.020314952437998423,1.1158616960151417
weo_2022,non-oecd,aps,power,hydrocap,2028,0.02729862887898798,1.1599270662421626
weo_2022,non-oecd,aps,power,nuclearcap,2028,0.010021832494046928,1.379298886858282
weo_2022,non-oecd,aps,power,oilcap,2028,-0.006550406678763399,0.8731122448979591
weo_2022,non-oecd,aps,power,renewablescap,2028,0.3099643485271133,2.274209469226008
weo_2022,non-oecd,aps,power,coalcap,2029,0.016522634833264674,1.0496679259922963
weo_2022,non-oecd,aps,power,gascap,2029,0.02370077784433149,1.1351719786843322
weo_2022,non-oecd,aps,power,hydrocap,2029,0.03184840035881934,1.186581577282523
weo_2022,non-oecd,aps,power,nuclearcap,2029,0.01169213790972142,1.4425153680013292
weo_2022,non-oecd,aps,power,oilcap,2029,-0.007642141125223966,0.8519642857142856
weo_2022,non-oecd,aps,power,renewablescap,2029,0.3616250732816321,2.4865777140970096
weo_2022,non-oecd,aps,power,coalcap,2030,0.018883011238016764,1.0567633439911956
weo_2022,non-oecd,aps,power,gascap,2030,0.027086603250664556,1.1544822613535224
weo_2022,non-oecd,aps,power,hydrocap,2030,0.036398171838650656,1.2132360883228834
weo_2022,non-oecd,aps,power,nuclearcap,2030,0.013362443325395906,1.505731849144376
weo_2022,non-oecd,aps,power,oilcap,2030,-0.008733875571684532,0.8308163265306121
weo_2022,non-oecd,aps,power,renewablescap,2030,0.413285798036151,2.698945958968011
weo_2022,north america,aps,power,coalcap,2022,0,1
weo_2022,north america,aps,power,gascap,2022,0,1
weo_2022,north america,aps,power,hydrocap,2022,0,1
weo_2022,north america,aps,power,nuclearcap,2022,0,1
weo_2022,north america,aps,power,oilcap,2022,0,1
weo_2022,north america,aps,power,renewablescap,2022,0,1
weo_2022,north america,aps,power,coalcap,2023,-0.011721480117551628,0.9176136363636364
weo_2022,north america,aps,power,gascap,2023,-0.001641315971920133,0.9954266742790998
weo_2022,north america,aps,power,hydrocap,2023,5.817233607190107e-4,1.004621242105146
weo_2022,north america,aps,power,nuclearcap,2023,-1.0876612896435576e-4,0.9985250877810659
weo_2022,north america,aps,power,oilcap,2023,-0.0031247456276016217,0.9312256749243218
weo_2022,north america,aps,power,renewablescap,2023,0.056236298976335294,1.2215970048554965
weo_2022,north america,aps,power,coalcap,2024,-0.023442960235103255,0.8352272727272727
weo_2022,north america,aps,power,gascap,2024,-0.003282631943840194,0.9908533485582
weo_2022,north america,aps,power,hydrocap,2024,0.0011634467214380036,1.0092424842102916
weo_2022,north america,aps,power,nuclearcap,2024,-2.1753225792870256e-4,0.9970501755621318
weo_2022,north america,aps,power,oilcap,2024,-0.006249491255203235,0.8624513498486439
weo_2022,north america,aps,power,renewablescap,2024,0.11247259795267059,1.443194009710993
weo_2022,north america,aps,power,coalcap,2025,-0.03516444035265488,0.7528409090909091
weo_2022,north america,aps,power,gascap,2025,-0.0049239479157603275,0.9862800228372998
weo_2022,north america,aps,power,hydrocap,2025,0.0017451700821570141,1.0138637263154373
weo_2022,north america,aps,power,nuclearcap,2025,-3.262983868930493e-4,0.9955752633431978
weo_2022,north america,aps,power,oilcap,2025,-0.009374236882804848,0.793677024772966
weo_2022,north america,aps,power,renewablescap,2025,0.1687088969290059,1.6647910145664895
weo_2022,north america,aps,power,coalcap,2026,-0.04688592047020651,0.6704545454545454
weo_2022,north america,aps,power,gascap,2026,-0.006565263887680388,0.9817066971163998
weo_2022,north america,aps,power,hydrocap,2026,0.002326893442876025,1.0184849684205832
weo_2022,north america,aps,power,nuclearcap,2026,-4.350645158574051e-4,0.9941003511242636
weo_2022,north america,aps,power,oilcap,2026,-0.01249898251040647,0.7249026996972878
weo_2022,north america,aps,power,renewablescap,2026,0.22494519590534126,1.886388019421986
weo_2022,north america,aps,power,coalcap,2027,-0.05860740058775814,0.5880681818181818
weo_2022,north america,aps,power,gascap,2027,-0.008206579859600521,0.9771333713954997
weo_2022,north america,aps,power,hydrocap,2027,0.0029086168035950357,1.023106210525729
weo_2022,north america,aps,power,nuclearcap,2027,-5.438306448217519e-4,0.9926254389053296
weo_2022,north america,aps,power,oilcap,2027,-0.015623728138008082,0.6561283746216099
weo_2022,north america,aps,power,renewablescap,2027,0.2811814948816765,2.1079850242774825
weo_2022,north america,aps,power,coalcap,2028,-0.07032888070530977,0.5056818181818181
weo_2022,north america,aps,power,gascap,2028,-0.009847895831520584,0.9725600456745997
weo_2022,north america,aps,power,hydrocap,2028,0.0034903401643140283,1.0277274526308746
weo_2022,north america,aps,power,nuclearcap,2028,-6.525967737860986e-4,0.9911505266863956
weo_2022,north america,aps,power,oilcap,2028,-0.0187484737656097,0.5873540495459318
weo_2022,north america,aps,power,renewablescap,2028,0.33741779385801185,2.329582029132979
weo_2022,north america,aps,power,coalcap,2029,-0.08205036082286139,0.4232954545454545
weo_2022,north america,aps,power,gascap,2029,-0.011489211803440716,0.9679867199536996
weo_2022,north america,aps,power,hydrocap,2029,0.0040720635250330395,1.0323486947360205
weo_2022,north america,aps,power,nuclearcap,2029,-7.613629027504544e-4,0.9896756144674614
weo_2022,north america,aps,power,oilcap,2029,-0.021873219393211314,0.5185797244702539
weo_2022,north america,aps,power,renewablescap,2029,0.3936540928343471,2.5511790339884755
weo_2022,north america,aps,power,coalcap,2030,-0.09377184094041302,0.34090909090909083
weo_2022,north america,aps,power,gascap,2030,-0.013130527775360777,0.9634133942327996
weo_2022,north america,aps,power,hydrocap,2030,0.00465378688575205,1.0369699368411662
weo_2022,north america,aps,power,nuclearcap,2030,-8.701290317148012e-4,0.9882007022485274
weo_2022,north america,aps,power,oilcap,2030,-0.024997965020812928,0.44980539939457587
weo_2022,north america,aps,power,renewablescap,2030,0.44989039181068247,2.772776038843972
weo_2022,oecd,aps,power,coalcap,2022,0,1
weo_2022,oecd,aps,power,gascap,2022,0,1
weo_2022,oecd,aps,power,hydrocap,2022,0,1
weo_2022,oecd,aps,power,nuclearcap,2022,0,1
weo_2022,oecd,aps,power,oilcap,2022,0,1
weo_2022,oecd,aps,power,renewablescap,2022,0,1
weo_2022,oecd,aps,power,coalcap,2023,-0.009473948742957134,0.9293669422523734
weo_2022,oecd,aps,power,gascap,2023,-0.0017283113277261522,0.9936662056120841
weo_2022,oecd,aps,power,hydrocap,2023,0.0013505740951978724,1.0092347919776337
weo_2022,oecd,aps,power,nuclearcap,2023,-5.262785844786609e-5,0.9993459777632441
weo_2022,oecd,aps,power,oilcap,2023,-0.0028540492465963956,0.9323036695621344
weo_2022,oecd,aps,power,renewablescap,2023,0.05800181675104251,1.1789497652843777
weo_2022,oecd,aps,power,coalcap,2024,-0.01894789748591425,0.8587338845047467
weo_2022,oecd,aps,power,gascap,2024,-0.0034566226554522727,0.9873324112241684
weo_2022,oecd,aps,power,hydrocap,2024,0.0027011481903957764,1.0184695839552678
weo_2022,oecd,aps,power,nuclearcap,2024,-1.0525571689574811e-4,0.9986919555264879
weo_2022,oecd,aps,power,oilcap,2024,-0.005708098493192791,0.8646073391242687
weo_2022,oecd,aps,power,renewablescap,2024,0.11600363350208502,1.3578995305687553
weo_2022,oecd,aps,power,coalcap,2025,-0.0284218462288714,0.78810082675712
weo_2022,oecd,aps,power,gascap,2025,-0.005184933983178393,0.9809986168362526
weo_2022,oecd,aps,power,hydrocap,2025,0.004051722285593649,1.0277043759329014
weo_2022,oecd,aps,power,nuclearcap,2025,-1.5788357534363013e-4,0.9980379332897319
weo_2022,oecd,aps,power,oilcap,2025,-0.008562147739789187,0.7969110086864031
weo_2022,oecd,aps,power,renewablescap,2025,0.17400545025312752,1.5368492958531332
weo_2022,oecd,aps,power,coalcap,2026,-0.037895794971828524,0.7174677690094935
weo_2022,oecd,aps,power,gascap,2026,-0.006913245310904545,0.9746648224483367
weo_2022,oecd,aps,power,hydrocap,2026,0.005402296380791522,1.036939167910535
weo_2022,oecd,aps,power,nuclearcap,2026,-2.1051143379149622e-4,0.997383911052976
weo_2022,oecd,aps,power,oilcap,2026,-0.011416196986385583,0.7292146782485374
weo_2022,oecd,aps,power,renewablescap,2026,0.2320072670041701,1.7157990611375111
weo_2022,oecd,aps,power,coalcap,2027,-0.04736974371478565,0.6468347112618669
weo_2022,oecd,aps,power,gascap,2027,-0.008641556638630666,0.9683310280604209
weo_2022,oecd,aps,power,hydrocap,2027,0.006752870475989394,1.046173959888169
weo_2022,oecd,aps,power,nuclearcap,2027,-2.631392922393782e-4,0.9967298888162198
weo_2022,oecd,aps,power,oilcap,2027,-0.014270246232981974,0.6615183478106719
